Id,shopname,shopsite,abstract,shoptype,score_all,qualification,foundtime,addr,tel,contactinfo,opentime
386,春云装饰,http://www.shchunyun.com/company.asp,集装饰设计、装饰施工、材料配送于一体的一家实力型装饰企业，上海市装饰协会会员，室内装饰资质企业,装修,B,,2002,东方路1381号兰村大厦22楼,021-65356973,,
598,存艺装饰设计,http://www.sh-cunyi.com/,通过了ISO9001，2000国际质量体系认证，并荣获了全国住宅装饰装修优质企业称号，取得了上海市建筑装饰施工三级资质证书,装修,B,上海市建筑装饰施工三级资质,,秀沿路1165号206室(盛高假日酒店对面),021-68048056,,9: 00 -- 5: 00
762,达润室内装潢,,国家装饰装修三级、设计专业级资质企业，上海市室内装饰行业协会会员单位,装修,B,国家装饰装修三级、设计专业级资质,1996,保德路308号(保德路阳曲路),021-56888581,,
779,大境设计,http://www.shuae.com,集规划、建筑、结构、机电、景观设计、工程咨询于一体的民营综合甲级设计事务所,装修,B,,2002,共和新路2993号和源中环企业广场1014室(近永和路),4000092606&nbsp;34601066,,9：00-17：30
274,大美装饰工程设计,http://www.damei-sh.com,属上海市装饰装修行业协会会员企业，具备专业级设计施工资质,装修,B,专业级设计施工资质,,古北路678弄1703(近虹桥路),021-62958889,,39763
23,大璞设计·亦帆装饰,http://z.shanghai.51hejia.com/657,"拥有设计与施工双重资质的专业装饰工程公司,是拥有建设部专业设计资质乙级、建筑装饰装修工程施工二级的资深企业",装修,B,建设部专业设计资质乙级、建筑装饰装修工程施工二级资质,2000,凯旋路2701-10号(近宜山路),021-64872770,电话:021-64872770,9：00~19：00
188,大仟建筑装饰设计,http://www.sh-dq.com,集室内设计、环境设计、建筑设计、工程施工、软装设计等一体化的综合性专业设计公司,装修,B,,2008,宜山路520号中华门大厦10楼G座(近中山西路),021-60318876,,09:00——18:00
506,迪家装饰设计(东方路店),http://dijia.cn.globalimporter.net/,上海迪家装饰专业从事别墅、公寓、住宅、酒店、会所、商业空间和办公 空间的室内设计、施工、配饰、售后服务为一体的装饰企业,装修,B,,,蓝村路1381号蓝村大厦25楼D座(近东方路),021-51385016,,09:00-18:00
424,迪家装饰设计(康桥路店),http://dijia.cn.globalimporter.net/,上海迪家装饰专业从事别墅、公寓、住宅、酒店、会所、商业空间和办公 空间的室内设计、施工、配饰、售后服务为一体的装饰企业,装修,B,,,康桥路1166弄17号(近沪南路),021-58126619,,09:00-18:00
55,鼎象国际设计,http://www.shdingxiang.com/,专业从事别墅大宅、商业空间、软装配饰的品牌企业,装修,B,,,古美路1515号凤凰园区19号楼26楼,18918285752,,上午9：30-下午6：00
248,鼎族室内装饰设计,http://www.dingzu.net,专门从事室内环境设计及施工的公司,装修,B,,1996,虹桥路1476号(近延安西路),021-64279388,,
67,东方美居,http://www.dfmj-hk.com/,装饰装修、暖通施工资质三级，10年来一直从事别墅设计及施工,装修,B,,2003,宜山路515号博库书城1号楼22楼H座(近中山西路),,,
736,东方美居,http://www.dfmj-hk.com/,装饰装修、暖通施工资质三级，11年来一直从事别墅设计及施工,装修,B,,2004,真北路988号8号楼315室(近118广场),,,9:30-18:00
454,东瑞设计装饰,,上海市私营企业协会会员、绿色环保施工单位,装修,B,,,秋岚路58弄1号402室(近张杨北路),13524038680,,
390,东顺装饰设计,,专业从事各类室内设计装修施工，装饰装修行业品牌企业,装修,B,,2000,云台路145号云台大厦402室(浏河路云台路),021-58747713,,
11,多伦多创意设计(宜山路店),http://www.tid.net.cn/contact.asp,,设计,B,,,宜山路515号环线大厦2号楼26H(靠近轻轨宜山路站),4000822856&nbsp;13681972918,,10：30至18：00
731,尔华装饰设计,,"上海市装饰装修行业协会会员,具有上海市装饰装修专业资质证书，国家建筑装饰施工三级资质",装修,B,上海市装饰装修专业资质证书，国家建筑装饰施工三级资质,2005,真南路3439号(近11号线桃浦地铁站),021-66403778,,9-18点
706,法饰艺室内设计,http://www.frooi.com/,来自法国的设计机构及室内装饰设计公司,装修,B,,,金沙江路1628号绿洲中环中心719室(近118广场),,,9：00-18:00
360,方圆空间设计装潢,http://www.fangyuan021.com.cn/,集装饰设计、工程施工、材料配送、木门、地板、家具、装饰品开发为一体的装饰设计公司,装修,B,,,东方路1381-1383号兰村大厦10楼E-F座(近蓝村路),021-50130850,,
137,丰日装饰设计,http://www.fengrizh.com.cn/,全面通过ISO9001：2000国际质量认证、全国住宅装饰装修优秀企业、全国住宅装饰装修诚信企业、全国住宅装饰示范工程、上海市装饰装潢信得过企业、上海市装饰协会会员单位（会员号：1601S）、国家建筑装饰第二级企业（编号：B461403101******）、上海市装饰装修“十大精英”企业。,装修,B,装饰二级,2000,蒲汇塘路200号申航大厦5楼507室,021-64682363,电话:021--64682363,9:00-18:00   周六、周日不休
634,风林空间设计,http://www.fldesigner.com,公司通过了IS09000质量体系认证，同时获得了上海市家庭装修装饰行业等多项殊荣 上海红果树建筑装饰的施工团队拥有工作10年以上有经验的施工人员组成，都来自于建筑之乡的浙江、江苏等地区，定期培训、文明施工、精益求精，努力让每套案例都成精品。,装修,B,,,曹杨路540号中联大厦2902室,021-62445618,电话:021-62445618,地铁3号线 地铁4号线 地铁11号线 曹杨路站5号出口
559,风行设计,http://www.fxsjsh.com/page/html/,专注于高端别墅、样板间、酒店、办公及商业空间等室内设计和产品设计领域。公司由多名热爱艺术、极富创造力的资深设计师团队组成；创新实用又不失理性是我们坚持的原则。,设计,B,,,浦电路400号A座2501室(近世纪大道),021-50102903,leon6918@qq.com,9:00-18:00
203,峰越装饰,http://www.fyzh168.com/index.html,"全国住宅装饰装修行业示范工程单位
上海市绿色健康定点监测单位
上海市建筑业主管部颁发的资质证书
上海家装行业信得过企业
全国住宅装饰装修行业优秀企业家
上海市装饰协会会员企业
中国质量万里行诚信承诺成员单位
上海市装饰装修行业规范服务达标单位
上海市装饰装修行业协会20万质量保证金单位",装修,B,,,宜山路439号901室,13585908988,电话:021--64392899,
647,高标装饰,http://www.zx1z.com/vendor/4390,上海高标建筑装饰工程有限公司是一家老牌企业。是首批加入上海市装饰装修行业协会会员单位，是拥有室内装饰和室内设计双重资质的专业装饰公司，公司集设计、施工为一体，我们以“质量为核心”作为服务的前提；把“设计是灵魂、施工是关键、材料是合格证”作为服务的主线，把“客户满意，做出优秀的居室”作为服务的宗旨，以“追求卓越，立创家庭装饰施工之精品”为目标。,装修,B,,,中山北路3064号绿洲广场A座27楼,021-52718618&nbsp;52718617,,24小时在线
427,高氏设计(东方路店),http://home.sh.soufun.com/shop/9446837/introduction/,上海高氏设计装饰（上海）有限公司成立于1994年，注册资金450万，由上海住总集团与新加坡高氏兄弟合资经营，拥有国家设计乙级、施工二级资质，公司自成立以来一直配合中、日、台、港企业、设计事务所的设计、施工配套。倾力打造“精品设计◆平价装修”第一品牌。,装修,B,设计乙级施工二级,1994,东方路1363号海富花园8号楼10楼10DE座(近蓝村路地铁站),021-61118550&nbsp;61119560,13641932930,9：00--18：00
931,高旺装潢,http://www.gaowang.net/,上海高旺装潢有限公司是一家成立于2005年，专门从事室内装潢，设计监理等一体化的企业。系上海市装饰装修行业协会会员单位，及国际建筑室内设计协会会员单位。公司成立至今承接过大小设计装修工程项目上千套，均以新颖的构思，时尚的设计，过硬的施工质量，赢得了广大客户的一致好评。,装修,B,,2005,控江路1444号,021-51070042,,
465,阁源装饰设计,http://www.china-designer.com/home/1024206_1_2.htm,"设计资质乙级,百姓最喜爱的家装品牌,质量诚信单位,上海家庭装潢五星级企业.",装修,B,设计乙级,1994,张杨路3082-3084号(近居家桥路),021-50570252&nbsp;50570126,,早上9点-晚上8点
313,关镇铨装潢设计(浦东店),http://www.anju.net.cn/,最具人气家装设计企业，上海三星级设计企业，室内装饰协会会员企业。,设计,B,专业级,1996,浦建路145号强生大厦905室,021-50902705&nbsp;4008201109,400-820-1109企业QQ4008201109,10:00 – 22:00
865,关镇铨装潢设计(淞沪路店),http://www.anju.net.cn/,同上,设计,B,专业级,1996,淞沪路98号1901室(国济路政通路),021-61672930,,10:00 – 22:00
758,关镇铨装潢设计(闸北店),http://www.anju.net.cn/,同上,设计,B,专业级,1996,天目西路188号不夜城商厦2座3001室(近梅园路),021-63177501,,10:00 – 22:00
133,观达设计装饰,http://www.guanda021.com/,上海观达建筑装饰工程有限公司是一家集专业设计、施工、售后服务为一体的现代化装饰企业。公司秉承“专业团队、品质服务”的企业精神，,装修,B,,2003,宜山路439号1008室,021-64288003,,9:30到18:30
557,广东星艺装饰(川沙店),http://market.jinti.com/gdxyzsjt/AboutUs.htm,广东星艺装饰有限公司是中国较大的民营装饰企业。在十年间，它带领着中国的家庭装饰行业迈了一大步，也为中国上万个家庭提供了优质的“家装”服务。,装修,B,,1997,川环南路796-800号(近妙境家园),021-58982808&nbsp;18650801335,021-58982806 ,08:30-22:00
797,海沁建筑工程,http://shhqjs.cn.gongchang.com/,"国家建筑装饰工程一级施工资质
建筑工程甲级设计资质
上海市建筑“白玉兰”奖
三A级重合同守信用单位

",装修,B,,,平型关路1083号23弄1201室(近广中路),13482042669,,早九晚六
596,海硕装饰,http://www.qjy168.com/shop/shop_intro_184846.html,"上海建筑装饰行业的一员,公司拥有资深设计师、专业监管人员、工艺精湛的施工队、规范的操作流程和一体化的管理模式，为装饰客户提供“三心”服务（即“放心、专心、诚心”）。
",装修,B,,,东方路1365号5楼16B(近蓝村路),021-50899849,,地铁4号线6号线 蓝村路站
916,汉堂装饰,http://www.hantangvip.com/,"50万质保单位.全国住宅装饰装修行业质量服务诚信单位.
中国质量协会成员.全国住宅装饰装修示范工程单位.
绿色健康装潢定点检测单位.2009届天启杯设计大师得奖单位

",装修,B,,,国定东路300号大学生创业示范园3号楼413室(近关山路),021-65690626,18917695426,9：30-17：00
515,昊烨建筑装饰,http://hy20100811.ximatou.com/,房屋建筑工程施工总承包贰级，建筑装修装饰施工专业承包贰级，公司通过了ISO9000质量体系认证，同时获得了上海市家庭装饰装修行业规范服务达标企业、上海市家庭装修装饰行业社会公众满意度测评合格单位、上海市信得过家庭装饰企业、质量万里行诚信企业等多项殊荣。,装修,B,,,浦建路145号强生大厦1101室(近东方路),021-50897778,,周一至周日 全天候为您提供服务 上午9:00-下午17:30  
468,浩硕装饰(东方路店),http://www.shhsjz.com/,上海市装饰装修行业协会会员单位。在21世纪的今天装饰行业发展迅速，我们要承流接响，蔚然成风。“天人合一、绿色环保、舒适自然”为公司的设计理念。,装修,B,设计与施工三级,,东方路3261号振华企业广场B座6楼,021-63733188,,
599,浩硕装饰(复兴东路店),http://www.shhsjz.com/,上海市装饰装修行业协会会员单位。在21世纪的今天装饰行业发展迅速，我们要承流接响，蔚然成风。“天人合一、绿色环保、舒适自然”为公司的设计理念。,,B,设计与施工三级,,复兴东路583号3楼(复兴东路光启路),021-63733188,,
656,浩硕装饰(金沙江路店),http://www.shhsjz.com/,上海市装饰装修行业协会会员单位。在21世纪的今天装饰行业发展迅速，我们要承流接响，蔚然成风。“天人合一、绿色环保、舒适自然”为公司的设计理念。,,B,设计与施工三级,,金沙江路2888号,021-39546558,,9：00——18：00
36,浩硕装饰(吴中路店),http://www.shhsjz.com/,,,B,设计与施工三级,,吴中路8号锦辉大厦13楼A座(近中山西路),021-63733188,,
199,荷悦装饰,http://www.heyuezs.com/,致力于室内空间规划设计和施工，具备专业资质、实践经验丰富的资深工程管理团队进行工程管理，拥有经过多年积累，有非常稳固的材料供应渠道。,装修,B,,1998,虹梅路2005弄,021-34718770,400-616-5990,9：00——17:00
152,鸿海建筑装饰工程,http://www.shdecoration.com/,"公司注册资金人民币伍佰壹拾捌万元，是建筑装饰工程施工贰级企业，上海建筑装饰协会首批成员。
",装修,B,,1996,钦州路785号(近宜山路),021-64751964,,周一-周五百天9：00--18：00
403,华澄装饰设计,http://www.525j.com.cn/Decorationcorporation/T0577/gs.htm,经上海市室内装潢机构审核认证，具有装饰施工能力及设计资质。公司拥有数名台湾、同济高级设计师和建全的江苏老牌装修队、在沪十年以上装修历程、具有丰富的施工经验；,装修,B,,2002,张江路185号圣御大厦401-B,021-58952670&nbsp;50791130,,轨道交通9号线漕河泾站下即到
145,划云建筑装饰工程(漕宝路店),http://www.hyzs.cn/,建筑装修装饰工程专业承包一级资质，中国建筑装饰协会会员单位，中国建筑装饰协会会员单位，上海市信得过家庭装饰企业。,装修,B,,2008年,漕宝路36号和信商务楼4楼(漕溪路口),021-64942000&nbsp;64940666,,
14,汇丹半清包(漕宝路店),http://zhuangxiu.jia.com/shop/214002/company_intro/,7年装修千余家房子，后为千余户会员提供装修服务，积累了丰富的施工经验公司坚持踏踏实实经营，不盲进不冒进。,装修,B,,2002,沪闵路9512号1号楼102室(近漕宝路地铁站1号口),021-64823350,电话:021-64823350,上午9：00 —— 晚上21:00
311,汇丹半清包(蓝村路店),,7年装修千余家房子,装修,B,,2002,东方路1365号5号楼7楼G座(近蓝村路),021-50902167&nbsp;13341996886,,9:00~18:00
138,绩多装饰设计(宜山路店),http://www.shjiduo.com/,是一家集工装、家装、设计与施工为一体的专业化装饰企业。,装修,B,,,宜山路436号科拉胜商场1楼YI号(近古宜路),021-51557038,,09:00-17:30
227,佳园装潢(长宁店),,是上海市最早的专业家具室内设计事务所。实行五个统一的连销经营机制：统一设计、统一配送、统一施工、统一饰后服务，五个统一饰佳园装潢恪守质量的前提。,,B,,,华阳路20号(华阳路万航渡路),021-62522840,,
881,进念设计·佳,,们有一流的施工团队和设计师，有专业的质检部团体，绝对正规，安全放心，质量还有保障。,,B,,1995,大连路950号8号楼,,,
89,晋盛装饰,http://www.jsing.com.cn/,晋盛以其专业性的优势，集行业精英人才，运用ISO9001质量体系规范管理。在设计上做到更新、更美、更快，在施工上做到更精、更严、更细，在价格上做到更低、更实、更明；在服务上做到更全、更诚、更优。，,装修,B,,2003,中山西路2368号华鼎大厦3201-03室,021-34602157,,9：00-18：00
249,晋泽建筑设计,http://www.jaxda.com/,晋泽上海办公室装修设计有限公司是一家为其他企业提供专业的工作空间解决方案的公司，提供从设计到施工的一系列服务，并提供后续的保修服务，使客户免除后顾之忧。,,B,,,天山路600弄同达创业大厦2906室(淞虹路天山西路),021-60909181,,全天24小时。
375,景特雅装潢设计,http://www.jingteya.cn/Index.asp, 本公司是上海装饰装修行业协会会员单位，上海市规范服务达标企业，2008、2009、2010、2011年度均被评为上海市信得过企业，上海市规范服务达标四星级企业。具备建筑行业住宅装饰装修工程设计与施工二级资质。本公司自成立以来，以完善的管理制度，严格的施工纪律，独特的设计理念，妥善的售后服务，获得了广大业主的一致好评。,装修,B,,,下南路888号(近成山路),021-68947080&nbsp;68947077,,8：00-18：00
678,敬金装潢设计,http://www.jingjinzh.com,上海市装饰行业协会会员单位，中国室内装饰协会国家施工乙级资质单位,装修,B,国家施工乙级资质单位,,曹安路1877弄国际商城837室(近轻纺市场),021-33518899,,08.00——18.00
552,静思装饰,http://jingsizs.com/,十余年室内空间装饰设计经验的知名装修公司,装修,B,,2002,张杨路1926号(近巨野路),021-58516748,,
481,久唐装潢设计,,是装饰装修行业的品牌公司，专业从事各类，项目的室内装饰装修设计、施工,装修,B,,,杨思路650号2楼(近上南路),021-68320317&nbsp;68521391,,8.30-5.30
142,久筑国际设计,http://ijiuzhu.cn.alibaba.com/,一家商务服务的企业，是经国家相关部门批准注册的企业,装修,B,,,中山西路1878弄凯托大厦1号楼2504室(近宜山路),021-54972268&nbsp;13061607166,,9:00--24:00
384,玖朝装潢,http://www.jczs-china.com,致力于向客户提供总成本最低的高品质整体装修服务，具有国家建筑装饰双乙级资质,装修,B,,2004,周浦镇康沈路1955号(近周浦城管),021-58115081&nbsp;13918922028,,8:30——5:30
759,居奥装潢,,上海老牌的室内装饰企业，在施工、设计、管理方面都有独到的见解,装修,B,设计与施工一级,2000,共和新路5288号好美家内(家乐福对面),021-56473179,,地铁一号线通河新村下
473,居佳伴总部,http://www.jujiaban.com,为上海伴佳居贸易有限公司所创立。集著名欧美装饰品牌的设计制作、室内装饰工程及品牌的代理、管理为一体,装修,B,,,金湘路333号爱立诚大厦2楼(近新金桥路),021-51389425,,周一~五 09:00-17:30
440,居莉装潢,http://www.lzhsj.cn/index.php,一家专业从事中高档家庭装潢的企业，品牌定位于注重设计风格，讲究精心施工，树立公司品牌的中高档装饰层次,装修,B,,,民区路151号(近民耀路),021-50219371,,蔡路线、993、曹路2路等
893,居丽装潢(黄兴路店),,一家建筑、建材的企业，是经国家相关部门批准注册的企业，主营装潢业务,装修,B,设计与施工一级,,黄兴路1051号(近延吉西路口),021-55965429,,6、8、103、90
52,居丽装潢(蒲汇塘路店),,一家建筑、建材的企业，是经国家相关部门批准注册的企业，主营装潢业务,装修,B,设计与施工一级,,蒲汇塘路200号申航大厦5楼(近宜山路),021-64682287,,
364,居丽装潢(浦建路店),,一家建筑、建材的企业，是经国家相关部门批准注册的企业，主营装潢业务,装修,B,设计与施工一级,,浦建路338号208-213室(近东方路),021-58395688,,9：00-18：00
344,居丽装潢(浦三路店),,一家建筑、建材的企业，是经国家相关部门批准注册的企业，主营装潢业务,装修,B,设计与施工一级,,浦三路518号三斯商务楼A座312室(近临沂路),021-50893061&nbsp;50895529,,
54,居室堂装饰,http://www.jstzs.com/cloud.asp,秉承一家一设计理念的装修公司,装修,B,,,凯旋路3011号4楼D003-D015室(轻轨3号线宜山路站),64410759-801,,
673,居顺装潢,,国家二级资质的装潢公司，具有与时俱进的创新意识,装修,B,国家二级资质,,梅川路1518号祥和大厦内(近万镇路),021-52785951,,948、837、740、947、950、860、717、827、北安线、陆安线、北安区间、876
791,居顺装潢(沪太路店),,国家二级资质的装潢公司，具有与时俱进的创新意识,装修,B,国家二级资质,,沪太路1198号,,,
868,居云室内装潢(控江路店),,上海市建筑装饰会员，装饰装修行业协会单位，家庭装潢国家二级资质证书,装修,B,设计与施工二级,1997,控江路1023号好饰家3楼E19(近黄兴路),021-65731229&nbsp;65701083,,"6,220,870,90，大桥四线，地铁8号线"
333,居云室内装潢(蓝村大厦店),,上海市建筑装饰会员，装饰装修行业协会单位，家庭装潢国家二级资质证书,装修,B,设计与施工二级,1997,蓝村路1381号蓝村大厦16楼A-B室(近东方路),021-58602878,,8:00-18:00
579,居云装潢(东方路店),,上海市建筑装饰会员，装饰装修行业协会单位，家庭装潢国家二级资质证书,装修,B,设计与施工二级,1997,东方路1381号,,,
173,矩顺建筑装饰,http://www.jushun.net/,专业从事房屋搭建、装修、设计和改建工程,装修,B,,,天钥桥路69弄3号908室,021-63580353,,9:00-18:00（全年无休）
698,聚创装潢,,专业从事于中高档的公寓、别墅、办公空间、商业空间等室内外的装饰设计与施工,装修,B,,2005,曹杨路540号中联大厦1101室(近中山北路),021-61533058,,44、136、62、923、737、3、4、11号线
915,聚鹏设计,http://www.shjupeng.cn,"承“以人为本,设计让生活更美好!”的理念，致力为客户提供高水准的室内设计",装修,B,,2005,邯郸路58弄2号102室,021-65168592,,
872,聚唐装饰(大连路店),http://www.jutangzh.cn/gsjs.asp,从事室内外装饰设计和施工的专业化公司，有着十多年在国内外装饰市场的设计及施工经验，二级资质水平，系中国建筑装饰协会会员单位,装修,B,设计与施工二级,,大连路541号(近双阳路),021-65415027,,9:00--18:00
649,军浩装饰,http://www.ejunhao.com/,上海市装饰装修行业协会会员单位， 并具备装饰专业资质，是一家集家装、公装、室内装饰设计、家居豪宅、别墅空间、于一体的多元化企业，军人团队,装修,B,设计与施工专业级资质,,曹安路1775弄兆地商务金座B座739室(近东方汽配城),021-60547396,,7*24
254,君邑装潢设计,,一家专业做室内装饰设计和施工的企业,装修,B,,,延安西路1118号长峰大厦2408室(近番愚路),021-52383830&nbsp;52385696,,10:00 – 20:00
298,恺天装饰设计,http://www.skycreation.com.cn,国际ISO9001、国际ISO14001及国际OHSAS18001认证企业,装修,B,,2008,南京西路1486号3楼1108室(近静安寺),021-62473281,,10.00-18.00
146,匡氏装潢,http://www.ksjzzh.com/,上海市装饰装修行业协会单位、上海装饰装修三级资质、绿色环保定点检测单位、2006－2008年零投诉单位、重合同、守信用单位。主营“公共建筑空间设计、施工”,装修,B,上海装饰装修三级资质,,桂平路264号,,,93 257
684,阔祥装饰设计,http://www.shkuoxiang.com/,“上海市室内装饰协会会员单位”、“中国质量万里行企业单位”、上海绿色环保定点单位“之一。专业从事住宅，大型公用建筑及家居装饰设计、工程施工、材料配送、家装饰品开发为一体的全方位企业,装修,B,,,中山北路3856号中环大厦2号楼23楼25室(华师大对面),021-52110369&nbsp;13916319658,,09，00—17，00
207,拉舍尔居家设计方案专家,http://sh.tobosu.com/member/37779,上海闸北建筑装饰工程有限公司旗下优质的设计品牌，专业从事别墅、平层，集设计、施工、装饰、软装配饰、空间智能等相关配套为一体的高端设计品牌,设计,B,,2012,宜山路290号102幢(近时尚建材广场),021-61727877,,
794,莱诚装潢,http://www.lczhgs.com/,二级资质,装修,B,设计与施工二级,1997,汶水路40-6号莱诚商务楼内,021-66315477,,
786,兰君室内装潢,http://www.ljzh.cn/,上海兰君室内装潢有限公司前身是上海强生装潢公司，具有法人资格的室内装饰装潢工程企业。原强生公司为上海市家庭装饰行业协会创始会员，是历届协会常务理事单位。现公司已重新注册加入协会，会员号为T0931上海市信得过家庭装饰企业；上海市家庭装饰装修行业规范服务达标企业；上海市家庭装饰装修二星级企业。上海市信得过家庭装饰企业；上海市家庭装饰装修行业规范服务达标企业；上海市家庭装饰装修二星级企业。,装修,B,,,闸北区彭浦新村岭南路711号（保德路口），公司斜对面即46路岭南路终点站。,021-66836934；021-56811024,"免费咨询电话   4006608776
QQ在线洽谈    335218455        317683987        1443591010",8：00-17：00
200,蓝月装饰,http://www.shlanyue.com/,是一家从事建筑室内装饰设计及施工的专业化公司。拥有超强的设计团队以及组织施工能力，旗下拥有数百名员工。在建工地遍布整个上海及周边城市，其中包括精品别墅，复式，商品房以及商业空间等等。,装修,B,,2004年,宜山路439号七建大厦17楼,021-62676666,,
416,乐平装修装饰(成山路店),http://www.shleping.cn/,本公司配备了具有上海市装饰装修行业协会注册的建筑室内设计师数名。运用先进的理念，专业美学修养，独到的审美观，来充分体现客户的个性要求与生活实用性。,装修,B,专业级,1999,成山路2122号(成山路下南路),021-50935971,,9:00--18:00
8,乐益城市空间设计(凯旋路店),http://www.shleyi.cn,国家建筑装饰二级资质企业,装修,B,装饰二级,2003,凯旋路2701-4号2-3楼,021-64391378,电话:021-64391378,9：00~19:00
326,乐益城市空间设计(周浦万达店),http://www.shleyi.cn,国家建筑装饰二级资质企业,装修,B,装饰二级,2003,年家浜路528弄万达广场B栋1101室(近沪南公路),021-20903857,电话:021-20903857,9：00~19:00
880,林权创意设计,, 打造旧房改造装修第一品牌，我们公司致力于为每一位客户答疑解惑，急客户之所急，打造舒适的空间，提供专业的服务，不懈努力以提升和超越客户的消费价值。,装修,B,,,铁岭路32号同叶大厦809室(近锦西路),021-65130455&nbsp;36500321,,8：30-18：00
340,凌君装饰设计,http://zhengma.qy01.com/main.asp,多年从事装饰装修行业，公司涉及建筑装潢，建筑装潢设计，别墅装潢，别墅装潢设计，室内装潢，室内装潢设计，土木工程施工，园林绿化，办公智能化设备安装，装潢材料,装修,B,,2004年,东方路1359弄海富花园2号楼11E室(近蓝村路地铁站),4000172017&nbsp;50473396,,09:30--17:30
306,菱海建筑装潢,http://www.linghai-zs.com/,原系上海市经委下属企业，后转制为中加合作的民营股份制企业。公司长期从事室内设计装潢，专精各类餐厅、酒店、商铺、会所和办公等空间的设计和施工。擅长别墅、复式、公寓等豪宅的设计装潢。,装修,B,,1996年,余姚路99号-1(近海防路),021-62585919&nbsp;4007790566,,09:00-18:00
602,龙发装饰(陆家浜路店),http://www.longfa-sh.com/,现为中国建筑装饰协会副会长会员单位，是全国首批建筑行业信用评价AAA级，设计甲级、施工壹级企业，服务网络遍布全国，并于2003年始开拓国际市场，成为业内第一家拓展海外业务的装饰企业。,装修,B,设计甲级施工一级,1997年,陆家浜路698号,4008086655,,9:00-21:00
93,龙目装饰,http://www.shlmzs.com/,"是一家致力于居家、办公室、厂房、商业空间等室内外设计与施工为一体的实力型装饰企业。上海市首批会员单位之一，拥有各种荣誉奖项及资质，拥有各种优秀监理，设计师及施工人员，十年以上的优秀施工人员。多年来在广大客户及同行中赢得了优秀的管理特色好评。
",装修,B,,2004,宜山路520号中华门大厦1704室(近中山西路),021-64579009,,8：00---19：00
378,茂华装潢(芳芯路店),,是一家集设计与施工为一体的专业化装潢企业。,装修,B,,2003,芳芯路325号(近龙阳路地铁站),021-50425523,,公交794、975、地铁7号线、2号线等
859,美力达装饰,http://www.51mld.net/,为客户提供装修方案设计、施工、软装方案设计、软装配套等多项服务,装修,B,,1999年,黄兴路1417号(近延吉西路),021-65143554,,早上9：30——下午18：00
878,美凌装饰,http://idkin.com/300658878/home/,上海市装饰装修行业协会理事长单位、上海市装饰装修行业协会家装委常务理事长单位。,装修,B,,2002年,控江路1029弄1号14楼1409-1410室,021-59714971,,
432,美旗装潢(东方路店),http://meiqi.ypb.cn/,国家建筑装修装饰工程专业承包二级资质 建筑装饰工程设计乙级资质 ,装修,B,,1997年,东方路906号(近潍坊路),021-50581607,,
654,米申空间,,米申装米申装饰设计特色：小户型：充分利用空间，实用性强；公寓房：设计感强，兼具美观与实用；别墅：彰显个人品位，定制个性化的家装方案。 ,装修,B,,,真北路988号2号327室(近金沙谷创意园区),021-60127612,,
404,面对面装潢,http://www.10713.zxdyw.com/gsjj.aspx?MID=10713,"上海面对面装潢服务有限公司，是一家以私人会所、豪宅、别墅、精品公寓空间设计个性定制装修以及商业空间设计装修为主营业务的公司。是未来智能家居体验装修发起企业之一，汇聚众多国际资深设计精英，是一家专门从事室内外装潢设计的企业。
经营范围：新居.婚房.中高档住宅.酒店式公寓,别墅装修,办公室写字楼,多媒体网络系统等等。
 在多年的装潢实践中，建立了一支高水平的管理、设计和施工队伍，在装潢方面积累了丰富的经验。形成了业务承接、装潢设计、现场施工、项目管理、竣工验收、售后服务等一系列的规范管理。",装修,B,,,东方路1365号19楼E座(近蓝村路地铁站),021-50159709,,9：00 -   18:00
597,世班空间设计,http://www.shiban99.com/, 上海世班建筑装饰工程设计有限公司（简称：上海世班空间设计）是一家集装修设计、工程施工为一体的一站式服务企业。我们始终坚持将环保装修坚持到底，并严格执行ISO9001和ISO14001标准。我们的服务涉及办公空间、商业空间的室内外装饰设计及工程施工管理，工程项目涉及社会多个领域，包括办公写字楼、会所、展厅、美容SPA馆、专卖店铺、酒店餐厅及咖啡馆的设计与装饰。,装修/设计,B,,,上海市闵行区浦锦路38号万科VMO广场38号楼220室,021-53083836,,9:00-17:00
917,所翡雅装潢,http://www.sfyzh.com/,上海所翡雅装饰有限公司，是一家集装饰设计、工程施工、材料配送一体化的装饰企业，专业从事家居、别墅、写字楼、商铺、酒店的设计与施工，所翡雅，英文名为sophia，我们的目标就如我们的名字一样，让您的住所犹如翡翠般美丽优雅。,装修/设计,B,,,辽源东路7号(近源泉路),021-65391524,,am:7:00~pm:22:00
740,所翡雅装饰,http://www.sfyzh.com/,上海所翡雅装饰有限公司，是一家集装饰设计、工程施工、材料配送一体化的装饰企业，专业从事家居、别墅、写字楼、商铺、酒店的设计与施工，所翡雅，英文名为sophia，我们的目标就如我们的名字一样，让您的住所犹如翡翠般美丽优雅。,装修/设计,B,,,石泉路338号(近武宁路),13370080126,,
69,索凡建筑装饰设计,http://www.sf-021.com/,上海索凡装璜设计有限公司位于上海徐汇区中山西路，是经建设部门批准的正规装饰企业，市装饰协会会员单位，上海消费者最信赖的家装品牌，市守合同重信用企业。,装修/设计,B,,,中山西路2025号永升大厦526室(近宜山路),021-60319689&nbsp;60319659,,9：00-20：00
